"OP_ID","SPECIES","SAMPLE","LENGTH","WEIGHT","SEX","MATURITY"
69511,206,920106,264,111,,
70670,206,,211,,,
73101,206,,228,69,2,2
73171,206,,210,70,2,2
73176,206,,205,57,2,2
73176,206,,225,71,2,2
73176,206,,186,48,2,2
73428,206,,274,126,,
73443,206,,243,89,,
73446,206,,248,101,,
109702,206,,0,104.9,0,0
109702,206,,0,130.41,0,0
109703,206,,251,121.91,2,2
109704,206,,0,0,0,0
109704,206,,0,0,0,0
109704,206,,0,0,0,0
109704,206,,0,0,0,0
109704,206,,0,0,0,0
109704,206,,0,70.88,0,0
109707,206,,191,0,0,0
109707,206,,191,0,0,0
109707,206,,206,0,0,0
109707,206,,211,0,0,0
109707,206,,185,0,0,0
109707,206,,198,0,0,0
109707,206,,173,0,0,0
109707,206,,185,0,0,0
109707,206,,191,0,0,0
109707,206,,196,0,0,0
109707,206,,211,0,0,0
109707,206,,201,0,0,0
109707,206,,201,0,0,0
109707,206,,203,0,0,0
109707,206,,213,0,0,0
109709,206,,185,0,0,0
109709,206,,178,0,0,0
109709,206,,229,0,0,0
109709,206,,241,0,0,0
109709,206,,196,0,0,0
109709,206,,175,0,0,0
109709,206,,185,0,0,0
109709,206,,211,0,0,0
109709,206,,221,0,0,0
109716,206,,257,102.06,1,2
109723,206,,0,0,0,0
109723,206,,0,0,0,0
109723,206,,0,124.74,0,0
109726,206,,160,28.35,0,0
109726,206,,267,172.94,0,0
109727,206,,0,0,0,0
109728,206,,0,0,0,0
109728,206,,0,0,0,0
109728,206,,0,0,0,0
109728,206,,0,0,0,0
109728,206,,0,158.76,0,0
109729,206,,0,0,0,0
109729,206,,0,0,0,0
109729,206,,0,0,0,0
109729,206,,0,0,0,0
109729,206,,244,150.26,2,2
109729,206,,241,113.4,2,2
109729,206,,0,0,0,0
109729,206,,244,113.4,1,2
109729,206,,0,0,0,0
109730,206,,0,0,0,0
109730,206,,0,0,0,0
109730,206,,0,0,0,0
109730,206,,0,0,0,0
109730,206,,0,0,0,0
109730,206,,0,93.56,0,0
109730,206,,0,119.07,0,0
109731,206,,216,0,0,0
109731,206,,216,0,0,0
109731,206,,229,0,0,0
109731,206,,231,0,0,0
109731,206,,236,0,0,0
109731,206,,244,0,0,0
109731,206,,244,0,0,0
109731,206,,246,0,0,0
109731,206,,246,0,0,0
109731,206,,251,0,0,0
109731,206,,251,0,0,0
109731,206,,251,0,0,0
109731,206,,254,0,0,0
109731,206,,254,0,0,0
109731,206,,254,0,0,0
109731,206,,257,0,0,0
109731,206,,239,0,0,0
109731,206,,160,0,0,0
109731,206,,175,0,0,0
109731,206,,183,0,0,0
109731,206,,185,0,0,0
109731,206,,257,0,0,0
109731,206,,259,0,0,0
109731,206,,267,0,0,0
109731,206,,277,0,0,0
109731,206,,279,0,0,0
109731,206,,292,0,0,0
109731,206,,241,0,0,0
109731,206,,254,0,0,0
109731,206,,279,0,0,0
109731,206,,0,0,0,0
109731,206,,0,0,0,0
109731,206,,0,0,0,0
109731,206,,0,0,0,0
109731,206,,0,0,0,0
109731,206,,0,107.73,0,0
109731,206,,0,0,0,0
109731,206,,213,0,0,0
109731,206,,193,0,0,0
109731,206,,211,0,0,0
109731,206,,218,0,0,0
109731,206,,226,0,0,0
109731,206,,226,0,0,0
109731,206,,226,0,0,0
109731,206,,234,0,0,0
109731,206,,236,0,0,0
109731,206,,241,0,0,0
109731,206,,211,0,0,0
109731,206,,226,0,0,0
109731,206,,226,0,0,0
109731,206,,231,0,0,0
109731,206,,231,0,0,0
109731,206,,234,0,0,0
109731,206,,236,0,0,0
109731,206,,239,0,0,0
109731,206,,239,0,0,0
109731,206,,239,0,0,0
109731,206,,241,0,0,0
109731,206,,241,0,0,0
109731,206,,244,0,0,0
109731,206,,244,0,0,0
109731,206,,244,0,0,0
109731,206,,246,0,0,0
109731,206,,246,0,0,0
109731,206,,257,0,0,0
109731,206,,257,0,0,0
109731,206,,257,0,0,0
109731,206,,224,0,0,0
109731,206,,234,0,0,0
109731,206,,236,0,0,0
109731,206,,239,0,0,0
109731,206,,241,0,0,0
109731,206,,241,0,0,0
109731,206,,244,0,0,0
109731,206,,246,0,0,0
109731,206,,246,0,0,0
109731,206,,249,0,0,0
109731,206,,251,0,0,0
109731,206,,254,0,0,0
109731,206,,254,0,0,0
109731,206,,257,0,0,0
109731,206,,269,0,0,0
109731,206,,244,0,0,0
109731,206,,257,0,0,0
109731,206,,208,0,0,0
109732,206,,229,113.4,0,2
109732,206,,244,121.91,0,2
109732,206,,221,79.38,0,2
109732,206,,246,121.91,0,2
109732,206,,224,85.05,0,2
109732,206,,196,65.21,0,2
109732,206,,231,107.73,0,2
109732,206,,234,102.06,0,2
109732,206,,267,181.44,0,2
109732,206,,239,102.06,0,2
109732,206,,254,164.43,0,2
109732,206,,221,96.39,0,2
109732,206,,236,116.24,0,2
109732,206,,226,96.39,0,2
109732,206,,246,133.25,0,2
109732,206,,244,110.57,0,2
109732,206,,234,113.4,0,2
109732,206,,239,124.74,0,2
109732,206,,241,119.07,0,2
109732,206,,262,170.1,0,2
109732,206,,239,124.74,0,2
109732,206,,254,133.25,0,2
109732,206,,249,127.58,0,2
109732,206,,218,96.39,0,2
109732,206,,246,130.41,0,2
109732,206,,246,144.59,0,2
109732,206,,249,130.41,0,2
109732,206,,249,141.75,0,2
109732,206,,241,133.25,0,2
109732,206,,231,96.39,0,2
109732,206,,244,113.4,0,2
109732,206,,213,87.89,0,2
109732,206,,239,130.41,0,2
109732,206,,234,104.9,0,2
109732,206,,254,136.08,0,2
109732,206,,231,107.73,0,0
109732,206,,234,116.24,0,0
109732,206,,254,133.25,0,0
109732,206,,246,144.59,0,0
109732,206,,224,90.72,0,0
109732,206,,206,76.55,0,0
109732,206,,254,155.93,0,0
109732,206,,221,90.72,0,2
109732,206,,239,93.56,0,2
109732,206,,264,167.27,0,2
109732,206,,244,144.59,0,2
109732,206,,259,178.61,0,2
109732,206,,246,147.42,0,2
109732,206,,246,153.09,0,2
109732,206,,249,155.93,0,2
109732,206,,234,107.73,0,2
109732,206,,241,124.74,0,2
109732,206,,244,113.4,0,2
109732,206,,249,130.41,0,2
109732,206,,279,198.17,0,2
109732,206,,254,155.93,0,2
109732,206,,234,113.4,0,2
109732,206,,274,195.62,0,2
109732,206,,241,144.59,0,2
109732,206,,246,133.25,0,2
109732,206,,254,124.74,0,2
109732,206,,279,195.62,0,2
109732,206,,239,113.4,0,2
109732,206,,234,113.4,0,2
109732,206,,246,155.93,0,2
109732,206,,206,87.89,0,2
109732,206,,213,79.38,0,2
109732,206,,251,150.26,0,2
109732,206,,251,138.92,0,2
109732,206,,249,121.91,0,2
109732,206,,224,124.74,0,2
109732,206,,239,116.24,0,2
109732,206,,264,150.26,0,2
109732,206,,259,121.91,0,2
109732,206,,251,138.92,0,2
109732,206,,234,124.74,0,2
109732,206,,229,102.06,0,2
109732,206,,239,99.23,0,2
109732,206,,249,158.76,0,2
109732,206,,234,138.92,0,2
109732,206,,259,147.42,0,2
109732,206,,208,79.38,0,2
109732,206,,259,155.93,0,2
109732,206,,236,113.4,0,2
109732,206,,241,104.9,0,2
109732,206,,241,116.24,0,2
109732,206,,254,144.59,0,0
109732,206,,224,127.58,0,2
109732,206,,239,136.08,0,2
109732,206,,259,138.92,0,2
109732,206,,249,136.08,0,2
109732,206,,246,136.08,0,2
109732,206,,208,93.56,0,2
109732,206,,259,119.07,0,2
109732,206,,234,96.39,0,2
109732,206,,231,96.39,0,2
109732,206,,234,110.57,0,2
109732,206,,246,130.41,0,2
109732,206,,239,104.9,0,2
109732,206,,213,90.72,0,2
109732,206,,267,144.59,0,2
109732,206,,249,141.75,0,2
109732,206,,201,73.71,0,2
109732,206,,244,116.24,0,2
109732,206,,246,144.59,0,2
109732,206,,234,119.07,0,2
109732,206,,254,158.76,0,2
109732,206,,246,141.75,0,2
109732,206,,251,127.58,0,2
109732,206,,241,121.91,0,2
109732,206,,246,116.24,0,2
109732,206,,246,110.57,0,2
109732,206,,241,116.24,0,2
109732,206,,249,138.92,0,2
109732,206,,257,133.25,0,2
109732,206,,279,184.28,0,2
109732,206,,249,124.74,0,2
109732,206,,249,151.11,0,2
109732,206,,236,113.4,0,2
109732,206,,249,133.25,0,2
109732,206,,264,161.6,0,2
109732,206,,241,110.57,0,2
109732,206,,226,93.56,0,2
109732,206,,259,164.43,0,2
109732,206,,234,122.76,0,2
109732,206,,269,161.6,0,2
109732,206,,251,161.6,0,2
109732,206,,259,116.24,0,2
109732,206,,254,164.43,0,2
109732,206,,249,133.25,0,2
109732,206,,254,141.75,0,2
109732,206,,251,113.4,0,2
109732,206,,244,116.24,0,2
109732,206,,244,121.91,0,2
109732,206,,264,153.09,0,2
109732,206,,249,153.09,0,2
109732,206,,213,87.89,0,2
109732,206,,244,121.91,0,2
109732,206,,257,155.93,0,2
109732,206,,267,170.1,0,2
109732,206,,246,153.09,0,2
109732,206,,251,158.76,0,2
109732,206,,257,147.42,0,2
109732,206,,241,116.24,0,2
109732,206,,244,144.59,0,2
109732,206,,264,150.26,0,2
109732,206,,257,158.76,0,2
109732,206,,251,153.09,0,2
109732,206,,272,158.76,0,2
109732,206,,241,147.42,0,2
109732,206,,272,195.62,0,2
109732,206,,241,130.41,0,2
109732,206,,229,96.39,0,2
109732,206,,267,144.59,0,2
109732,206,,254,167.27,0,2
109732,206,,264,155.93,0,2
109732,206,,257,161.6,0,2
109732,206,,244,104.9,0,2
109732,206,,239,110.57,0,2
109732,206,,239,127.58,0,2
109732,206,,239,119.07,0,2
109732,206,,251,161.6,0,2
109732,206,,267,212.63,0,2
109732,206,,251,170.1,0,2
109732,206,,259,158.76,0,2
109732,206,,267,181.44,0,2
109732,206,,259,158.76,0,2
109732,206,,269,181.44,0,2
109732,206,,251,158.76,0,2
109732,206,,254,144.59,0,2
109732,206,,211,73.71,0,2
109732,206,,224,96.39,0,2
109732,206,,185,48.2,0,2
109732,206,,208,70.88,0,2
109732,206,,208,68.04,0,2
109732,206,,239,104.9,0,2
109732,206,,221,96.39,0,2
109732,206,,234,110.57,0,2
109732,206,,234,99.23,0,2
109732,206,,201,70.88,0,2
109732,206,,213,65.21,0,2
109732,206,,218,73.71,0,2
109732,206,,206,62.37,0,2
109732,206,,216,70.88,0,2
109732,206,,218,96.39,0,2
109732,206,,203,59.54,0,2
109732,206,,224,87.89,0,2
109732,206,,196,56.7,0,2
109732,206,,224,85.05,0,2
109732,206,,208,68.04,0,2
109732,206,,216,82.22,0,2
109732,206,,216,79.38,0,2
109732,206,,213,65.21,0,2
109732,206,,196,59.54,0,2
109732,206,,231,96.39,0,2
109732,206,,185,51.03,0,2
109732,206,,188,53.87,0,2
109732,206,,213,62.37,0,2
109732,206,,198,62.37,0,2
109732,206,,249,110.57,0,2
109732,206,,244,116.24,0,2
109732,206,,246,107.73,0,2
109732,206,,239,110.57,0,2
109732,206,,249,116.24,0,2
109732,206,,272,175.77,0,2
109732,206,,249,121.91,0,2
109732,206,,246,104.9,0,2
109732,206,,208,73.71,0,2
109732,206,,231,93.56,0,2
109732,206,,234,121.91,0,2
109732,206,,241,104.9,0,2
109732,206,,229,93.56,0,2
109732,206,,239,113.4,0,2
109732,206,,257,161.6,0,2
109732,206,,229,107.73,0,2
109732,206,,236,104.9,0,2
109732,206,,221,90.72,0,2
109732,206,,239,133.25,0,2
109732,206,,224,93.56,0,2
109732,206,,239,116.24,0,2
109732,206,,249,121.91,0,2
109732,206,,231,110.57,0,2
109732,206,,241,116.24,0,2
109732,206,,274,170.1,0,2
109732,206,,234,113.4,0,2
109732,206,,236,116.24,0,2
109732,206,,221,79.38,0,2
109732,206,,226,90.72,0,2
109732,206,,251,116.24,0,2
109732,206,,246,104.9,0,2
109732,206,,239,96.39,0,2
109732,206,,269,141.75,0,2
109732,206,,206,73.71,0,2
109732,206,,224,87.89,0,2
109732,206,,241,127.58,0,2
109732,206,,213,76.55,0,2
109732,206,,254,164.43,0,2
109732,206,,229,96.39,0,2
109732,206,,269,175.77,0,2
109732,206,,249,141.75,0,2
109732,206,,236,133.25,0,2
109732,206,,239,124.74,0,2
109732,206,,259,147.42,0,2
109732,206,,259,161.6,0,2
109732,206,,246,133.25,0,2
109732,206,,244,113.4,0,2
109732,206,,221,104.9,0,2
109732,206,,203,70.88,0,2
109732,206,,249,127.58,0,2
109732,206,,224,82.22,0,1
109732,206,,213,68.04,0,2
109732,206,,257,138.92,0,2
109732,206,,180,51.03,0,2
109732,206,,234,96.39,0,2
109732,206,,157,31.19,0,2
109732,206,,211,76.55,0,2
109732,206,,239,119.07,0,2
109732,206,,226,104.9,0,2
109732,206,,193,48.2,0,2
109732,206,,180,51.03,0,2
109732,206,,178,45.36,0,2
109732,206,,191,42.53,0,2
109732,206,,211,73.71,0,2
109732,206,,211,87.89,0,2
109732,206,,234,96.39,0,2
109732,206,,203,70.88,0,2
109732,206,,212,68.04,0,2
109732,206,,211,68.04,0,2
109732,206,,206,65.21,0,2
109732,206,,221,82.22,0,2
109732,206,,241,113.4,0,2
109732,206,,239,99.23,0,2
109732,206,,208,76.55,0,2
109732,206,,208,68.04,0,2
109732,206,,218,68.04,0,2
109732,206,,198,53.87,0,2
109732,206,,246,104.9,0,2
109732,206,,188,56.7,0,2
109732,206,,188,53.87,0,2
109732,206,,191,53.87,0,2
109732,206,,206,68.04,0,2
109732,206,,221,76.55,0,2
109733,206,,231,73.71,2,2
109733,206,,185,51.03,2,2
109733,206,,226,79.38,1,2
109733,206,,249,113.4,2,2
109733,206,,254,107.73,2,2
109733,206,,246,107.73,2,2
109733,206,,254,116.24,2,2
109733,206,,254,116.24,1,2
109733,206,,239,102.06,2,2
109733,206,,246,107.73,1,2
109733,206,,251,116.24,2,2
109733,206,,251,110.57,2,2
109733,206,,269,138.92,2,2
109733,206,,244,113.4,2,2
109733,206,,236,107.73,2,2
109733,206,,234,79.38,1,2
109733,206,,226,76.55,1,2
109733,206,,239,119.07,2,2
109733,206,,239,99.23,2,2
109733,206,,249,119.07,2,2
109733,206,,218,93.56,2,2
109733,206,,246,119.07,2,2
109733,206,,249,124.74,2,2
109733,206,,244,127.58,2,2
109733,206,,244,107.73,2,2
109733,206,,267,147.42,2,2
109733,206,,229,90.72,1,2
109733,206,,188,42.53,1,2
109734,206,,0,87.89,0,0
109734,206,,0,0,0,0
109734,206,,0,0,0,0
109734,206,,0,0,0,0
109734,206,,0,82.22,0,0
109734,206,,0,102.06,0,0
109734,206,,0,130.41,0,0
109735,206,,244,0,0,0
109735,206,,246,0,0,0
109735,206,,246,0,0,0
109735,206,,246,0,0,0
109735,206,,246,0,0,0
109735,206,,249,0,0,0
109735,206,,249,0,0,0
109735,206,,249,0,0,0
109735,206,,254,0,0,0
109735,206,,254,0,0,0
109735,206,,254,0,0,0
109735,206,,254,0,0,0
109735,206,,254,0,0,0
109735,206,,257,0,0,0
109735,206,,262,0,0,0
109735,206,,264,0,0,0
109735,206,,267,0,0,0
109735,206,,0,0,0,0
109735,206,,0,0,0,0
109735,206,,0,0,0,0
109735,206,,0,0,0,0
109735,206,,0,0,0,0
109735,206,,0,85.05,0,0
109735,206,,0,0,0,0
109735,206,,0,0,0,0
109735,206,,196,0,0,0
109735,206,,203,0,0,0
109735,206,,208,0,0,0
109735,206,,221,0,0,0
109735,206,,224,0,0,0
109735,206,,231,0,0,0
109735,206,,231,0,0,0
109735,206,,236,0,0,0
109735,206,,249,0,0,0
109735,206,,203,0,0,0
109735,206,,249,0,0,0
109735,206,,211,0,0,0
109735,206,,216,0,0,0
109735,206,,224,0,0,0
109735,206,,224,0,0,0
109735,206,,226,0,0,0
109735,206,,229,0,0,0
109735,206,,229,0,0,0
109735,206,,231,0,0,0
109735,206,,231,0,0,0
109735,206,,234,0,0,0
109735,206,,234,0,0,0
109735,206,,234,0,0,0
109735,206,,236,0,0,0
109735,206,,236,0,0,0
109735,206,,236,0,0,0
109735,206,,236,0,0,0
109735,206,,236,0,0,0
109735,206,,239,0,0,0
109735,206,,239,0,0,0
109735,206,,239,0,0,0
109735,206,,239,0,0,0
109735,206,,239,0,0,0
109735,206,,239,0,0,0
109735,206,,239,0,0,0
109735,206,,241,0,0,0
109735,206,,241,0,0,0
109735,206,,244,0,0,0
109735,206,,244,0,0,0
109735,206,,246,0,0,0
109735,206,,246,0,0,0
109735,206,,249,0,0,0
109735,206,,249,0,0,0
109735,206,,249,0,0,0
109735,206,,251,0,0,0
109735,206,,251,0,0,0
109735,206,,251,0,0,0
109735,206,,251,0,0,0
109735,206,,254,0,0,0
109735,206,,254,0,0,0
109735,206,,254,0,0,0
109735,206,,254,0,0,0
109735,206,,257,0,0,0
109735,206,,257,0,0,0
109735,206,,259,0,0,0
109735,206,,267,0,0,0
109735,206,,231,0,0,0
109735,206,,234,0,0,0
109735,206,,236,0,0,0
109735,206,,239,0,0,0
109735,206,,239,0,0,0
109735,206,,241,0,0,0
109735,206,,244,0,0,0
109736,206,,246,127.58,0,2
109736,206,,277,124.74,0,2
109736,206,,254,127.58,0,2
109736,206,,257,161.6,0,2
109736,206,,224,85.05,0,2
109736,206,,282,172.94,0,2
109736,206,,267,161.6,0,2
109736,206,,241,127.58,0,2
109736,206,,259,170.1,0,2
109736,206,,262,155.93,0,2
109736,206,,244,153.09,0,2
109736,206,,216,85.05,0,2
109736,206,,249,127.58,0,2
109736,206,,267,155.93,0,2
109736,206,,241,107.73,0,2
109736,206,,246,144.59,0,2
109736,206,,259,170.1,0,2
109736,206,,267,175.77,0,2
109736,206,,290,240.98,0,2
109736,206,,211,76.55,0,2
109736,206,,234,85.05,0,2
109736,206,,218,76.55,0,2
109736,206,,257,144.59,0,2
109736,206,,254,150.26,0,2
109736,206,,249,127.58,0,2
109736,206,,213,65.21,0,2
109736,206,,244,121.91,0,2
109736,206,,221,96.39,0,2
109736,206,,226,93.56,0,2
109736,206,,218,87.89,0,2
109736,206,,246,113.4,0,2
109736,206,,226,99.23,0,2
109736,206,,224,85.05,0,2
109736,206,,269,155.93,0,2
109736,206,,231,104.9,0,2
109736,206,,241,119.07,0,2
109736,206,,239,104.9,0,2
109736,206,,254,133.25,0,2
109736,206,,244,116.24,0,2
109736,206,,249,124.74,0,2
109736,206,,244,107.73,0,2
109736,206,,231,107.73,0,2
109736,206,,236,99.23,0,2
109736,206,,282,150.26,0,3
109736,206,,246,127.58,0,2
109736,206,,185,48.2,0,2
109736,206,,249,113.4,0,2
109736,206,,241,119.07,0,2
109736,206,,249,99.23,0,2
109736,206,,249,113.4,0,2
109736,206,,226,93.56,0,2
109736,206,,234,110.57,0,2
109736,206,,249,110.57,0,2
109736,206,,221,85.05,0,2
109736,206,,236,99.23,0,2
109736,206,,251,110.57,0,2
109736,206,,246,116.24,0,2
109736,206,,246,110.57,0,2
109736,206,,246,136.08,0,2
109736,206,,229,93.56,0,2
109736,206,,251,138.92,0,2
109736,206,,236,138.92,0,2
109736,206,,246,116.24,0,2
109736,206,,246,144.59,0,2
109736,206,,259,138.92,0,2
109736,206,,262,147.42,0,2
109736,206,,241,116.24,0,2
109736,206,,272,175.77,0,2
109736,206,,216,59.54,0,2
109736,206,,274,158.76,0,2
109736,206,,262,144.59,0,2
109736,206,,254,138.92,0,2
109736,206,,262,155.93,0,2
109736,206,,231,116.24,0,2
109736,206,,254,136.08,0,2
109736,206,,262,155.93,0,2
109736,206,,221,85.05,0,2
109736,206,,259,155.93,0,2
109736,206,,262,144.59,0,2
109736,206,,254,153.09,0,2
109736,206,,241,116.24,0,2
109736,206,,259,124.74,0,2
109736,206,,257,153.09,0,2
109736,206,,249,121.91,0,2
109736,206,,267,138.92,0,2
109736,206,,249,136.08,0,2
109736,206,,226,104.9,0,2
109736,206,,246,116.24,0,2
109736,206,,249,130.41,0,2
109736,206,,269,170.1,0,2
109736,206,,251,144.59,0,2
109736,206,,267,170.1,0,2
109736,206,,262,141.75,0,2
109736,206,,254,150.26,0,2
109736,206,,246,141.75,0,2
109736,206,,259,150.26,0,2
109736,206,,244,130.41,0,2
109736,206,,229,99.23,0,2
109736,206,,272,155.93,0,2
109736,206,,251,127.58,0,2
109736,206,,224,93.56,0,2
109736,206,,241,99.23,0,2
109736,206,,224,99.23,0,9
109736,206,,246,127.58,0,2
109736,206,,224,59.54,0,2
109736,206,,226,90.72,0,2
109736,206,,213,70.88,0,2
109736,206,,203,62.37,0,2
109736,206,,244,113.4,0,2
109736,206,,178,48.2,0,2
109736,206,,234,93.56,0,2
109736,206,,201,59.54,0,2
109736,206,,191,48.2,0,2
109736,206,,213,70.88,0,2
109736,206,,198,56.7,0,2
109736,206,,234,99.23,0,2
109736,206,,236,99.23,0,2
109736,206,,221,76.55,0,2
109736,206,,251,133.25,0,2
109736,206,,267,158.76,0,12
109736,206,,188,48.2,0,12
109736,206,,244,127.58,0,2
109736,206,,201,70.88,0,2
109736,206,,229,93.56,0,2
109736,206,,236,82.22,0,2
109736,206,,218,68.04,0,2
109736,206,,218,70.88,0,2
109736,206,,208,65.21,0,2
109736,206,,211,68.04,0,2
109736,206,,213,65.21,0,2
109736,206,,196,53.87,0,2
109736,206,,203,62.37,0,2
109736,206,,211,79.38,0,2
109736,206,,234,104.9,0,2
109736,206,,211,59.54,0,2
109736,206,,234,87.89,0,2
109736,206,,249,113.4,0,2
109736,206,,211,70.88,0,2
109736,206,,218,73.71,0,2
109736,206,,224,93.56,0,2
109736,206,,241,102.06,0,12
109736,206,,234,79.38,0,9
109736,206,,239,87.89,0,11
109736,206,,203,65.21,0,2
109736,206,,246,104.9,0,2
109736,206,,218,79.38,0,2
109736,206,,229,87.89,0,2
109736,206,,213,59.54,0,2
109736,206,,231,102.06,0,2
109736,206,,203,62.37,0,2
109736,206,,229,93.56,0,2
109736,206,,231,96.39,0,2
109736,206,,224,85.05,0,2
109736,206,,216,73.71,0,2
109736,206,,198,56.7,0,2
109736,206,,231,85.05,0,2
109736,206,,241,113.4,0,2
109736,206,,251,119.07,0,2
109736,206,,241,99.23,0,2
109736,206,,259,133.25,0,2
109736,206,,259,130.41,0,2
109736,206,,224,99.23,0,2
109736,206,,244,110.57,0,2
109737,206,,0,178.61,0,0
109742,206,,208,70.88,0,0
109742,206,,246,93.56,0,0
109743,206,,206,0,0,0
109743,206,,213,0,0,0
109743,206,,226,0,0,0
109743,206,,241,0,0,0
109743,206,,224,79.38,2,2
109744,206,,229,79.38,2,2
109744,206,,231,79.38,1,2
109744,206,,244,124.74,2,2
109744,206,,257,127.58,2,2
109745,206,,198,56.7,1,2
109745,206,,208,56.7,1,2
109745,206,,244,116.24,2,2
109747,206,,0,0,0,0
109747,206,,0,0,0,0
109748,206,,234,82.22,1,2
109748,206,,246,104.9,2,2
109748,206,,234,107.73,2,2
109748,206,,178,45.36,1,2
109748,206,,198,65.21,1,2
109748,206,,236,102.06,1,2
109748,206,,246,124.74,2,2
109748,206,,249,107.73,2,2
109748,206,,257,136.08,2,2
109748,206,,244,110.57,2,2
109748,206,,241,96.39,1,2
109748,206,,244,110.57,2,2
109748,206,,234,107.73,2,2
109748,206,,254,130.41,2,2
109748,206,,236,107.73,2,2
109748,206,,239,99.23,1,2
109748,206,,246,127.58,1,2
109748,206,,254,110.57,2,2
109748,206,,241,93.56,2,2
109748,206,,241,93.56,1,2
109748,206,,239,93.56,1,2
109748,206,,231,87.89,2,2
109748,206,,234,82.22,2,2
109748,206,,259,130.41,2,2
109748,206,,269,127.58,2,2
109748,206,,259,124.74,2,2
109748,206,,224,104.9,2,2
109748,206,,236,85.05,2,2
109748,206,,239,110.57,1,2
109748,206,,229,99.23,1,2
109748,206,,236,87.89,2,2
109748,206,,239,93.56,2,2
109748,206,,234,96.39,1,2
109748,206,,262,144.59,2,2
109748,206,,267,136.08,2,2
109748,206,,254,127.58,2,2
109748,206,,274,161.6,2,2
109748,206,,272,170.1,1,2
109748,206,,236,87.89,0,9
109748,206,,272,170.1,2,2
109748,206,,239,76.55,2,2
109748,206,,254,127.58,2,2
109748,206,,279,170.1,2,2
109748,206,,249,121.91,2,2
109750,206,,0,0,0,0
109750,206,,0,0,0,0
109750,206,,0,0,0,0
109750,206,,0,0,0,0
109750,206,,0,0,0,0
109751,206,,236,0,0,0
109751,206,,236,0,0,0
109751,206,,257,0,0,0
109751,206,,259,0,0,0
109751,206,,0,0,0,0
109751,206,,0,0,0,0
109751,206,,0,0,0,0
109751,206,,0,0,0,0
109751,206,,0,124.74,0,0
109752,206,,0,0,0,0
109752,206,,0,0,0,0
109752,206,,0,0,0,0
109752,206,,0,0,0,0
109752,206,,0,65.21,0,0
109752,206,,0,0,0,0
109752,206,,0,0,0,0
109753,206,,244,116.24,1,2
109753,206,,272,147.42,1,2
109753,206,,173,36.86,0,0
109753,206,,191,56.7,0,2
109753,206,,201,59.54,1,11
109753,206,,216,68.04,1,2
109753,206,,254,96.39,2,2
109753,206,,241,119.07,2,2
109753,206,,229,96.39,1,2
109753,206,,231,107.73,2,2
109753,206,,234,99.23,2,2
109753,206,,244,104.9,2,2
109753,206,,244,127.58,2,2
109753,206,,272,170.1,2,2
109753,206,,251,107.73,2,2
109753,206,,277,141.75,2,2
109753,206,,239,102.06,2,2
109754,206,,0,0,0,0
109754,206,,0,0,0,0
109754,206,,0,0,0,0
109754,206,,251,0,0,0
109754,206,,249,0,0,0
109754,206,,262,0,0,0
109754,206,,262,0,0,0
109754,206,,0,110.57,0,0
109754,206,,0,0,0,0
109754,206,,0,0,0,0
109755,206,,0,65.21,0,0
109755,206,,0,0,0,0
109755,206,,0,0,0,0
109756,206,,0,0,0,0
109756,206,,0,0,0,0
109756,206,,0,0,0,0
109756,206,,0,0,0,0
109758,206,,0,0,0,0
109758,206,,0,0,0,0
109760,206,,0,96.39,0,0
109761,206,,211,0,0,0
109761,206,,246,0,0,0
109761,206,,272,0,0,0
109761,206,,236,85.05,0,0
109761,206,,241,96.39,0,0
109762,206,,229,65.21,2,2
109762,206,,216,70.88,2,2
109762,206,,241,138.92,2,2
109763,206,,216,76.55,2,2
109763,206,,203,56.7,1,2
109763,206,,221,87.89,1,2
109763,206,,221,87.89,2,2
109763,206,,236,93.56,1,2
109765,206,,0,53.87,0,0
109765,206,,0,0,0,0
109765,206,,0,0,0,0
109766,206,,0,0,0,0
109766,206,,239,116.24,2,2
109766,206,,0,93.56,0,0
109768,206,,0,0,0,0
109768,206,,0,138.92,0,0
109770,206,,206,68.04,2,2
109770,206,,185,53.87,1,2
109770,206,,244,119.07,0,0
109770,206,,267,138.92,2,2
109770,206,,257,147.42,0,0
109771,206,,236,104.9,2,2
109775,206,,173,0,0,0
109775,206,,193,0,0,0
109777,206,,221,68.04,0,0
109777,206,,216,0,0,0
109777,206,,226,0,0,0
109777,206,,236,0,0,0
109777,206,,236,0,0,0
109777,206,,239,0,0,0
109777,206,,239,0,0,0
109777,206,,241,0,0,0
109777,206,,213,70.88,0,0
